"CountryCode","SeriesCode","DESCRIPTION",
"PER","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PER","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"PER","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","IT.MLT.MAIN.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PER","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PER","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PER","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PER","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PER","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PER","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PER","IT.MLT.MAIN","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PHL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data no longer include unregistered debt and are revised from 2005 based on the reports provided by the country.",
"PHL","MS.MIL.XPND.CD","1960-2002, 2004 & 2014 SIPRI estimates.",
"PHL","IT.MLT.MAIN.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PHL","IT.NET.BBND.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","DT.DOD.DPNG.CD","Long-term private nonguaranteed debt includes the following monitored aggregate private-sector debt: unregistered debt, intercompany debt and capital leases.",
"PHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"PHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PHL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PHL","ST.INT.DPRT","Departures - trips abroad by resident tourists. Including overseas contract workers.",
"PHL","IT.NET.BBND","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PHL","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"PHL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PHL","MS.MIL.XPND.ZS","1989-2002, 2004 & 2015 SIPRI estimates.",
"PHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PHL","IT.NET.USER.ZS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PHL","IT.MLT.MAIN","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","IT.CEL.SETS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","MS.MIL.XPND.CN","1960-2002, 2004 & 2014 SIPRI estimates.",
"PHL","IT.CEL.SETS.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Including nationals residing abroad.",
"PLW","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30.",
"PLW","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PLW","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PLW","SP.DYN.TFRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.CDRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.LE00.FE.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PLW","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30.",
"PLW","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30.",
"PLW","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30.",
"PLW","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"PLW","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30.",
"PLW","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Air arrivals (Palau International Airport).",
"PLW","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PLW","SP.DYN.LE00.MA.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.CBRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PLW","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PLW","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PLW","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30.",
"PNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PNG","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"PNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PNG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PNG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PNG","IT.NET.BBND.P2","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"PNG","IT.NET.BBND","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PNG","IT.CEL.SETS","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PNG","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"PNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PNG","IT.NET.USER.ZS","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","IT.MLT.MAIN","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","IT.MLT.MAIN.P2","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt for 2018 is based on data from the BIS.",
"PNG","IT.CEL.SETS.P2","Telikom PNG. Papua New Guinea Telecommunication Authority",
"PNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"POL","SP.POP.GROW","Data source: Eurostat",
"POL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"POL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"POL","IT.NET.BBND","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Data until 2012 are based on surveys by the Institute of Tourism. 2013: Activ Group; From 2014 Central Statistical Office.",
"POL","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"POL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"POL","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","IT.NET.USER.ZS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","MS.MIL.XPND.CN","1981-1984 SIPRI estimates.",
"POL","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","IT.MLT.MAIN","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"POL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"POL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"POL","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","ST.INT.DPRT","Departures - trips abroad by resident tourists. Outbound trips registered at frontiers.",
"POL","IT.CEL.SETS.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data.",
"POL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data.",
"POL","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","IT.MLT.MAIN.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.DYN.CBRT.IN","Data source: Eurostat",
"POL","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","MS.MIL.XPND.CD","1981-1984 SIPRI estimates.",
"POL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SM.POP.REFG","UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.",
"POL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.POP.TOTL","Data source: Eurostat",
"POL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","IT.CEL.SETS","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"POL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"POL","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"POL","SP.DYN.TFRT.IN","Data source: Eurostat, Central Statistical Office",
"POL","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"POL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","IT.NET.BBND.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications.",
"POL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","SP.DYN.CDRT.IN","Data source: Eurostat",
"POL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"POL","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"POL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRI","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","ST.INT.TRNR.CD","Compiled from data reported by the country.",
"PRI","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"PRI","IT.NET.BBND","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","ST.INT.TVLR.CD","Compiled from data reported by the country.",
"PRI","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"PRI","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"PRI","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRI","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for Puerto Rico include, to the extent possible, all persons born outside its territory.",
"PRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PRI","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.  Arrivals of non-resident tourists by air. Source: ""Junta de Planificación de Puerto Rico"".",
"PRI","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRI","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"PRI","IT.CEL.SETS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","ST.INT.TRNX.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","SP.POP.TOTL","Data source: U.S. Census Bureau, 1990 Census",
"PRI","SP.POP.GROW","Data source: U.S. Census Bureau, 1990 Census",
"PRI","SP.DYN.LE00.MA.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","ST.INT.TVLX.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","IT.MLT.MAIN","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","IT.MLT.MAIN.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","IT.NET.BBND.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","IT.NET.USER.ZS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","ST.INT.XPND.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRI","IT.CEL.SETS.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRK","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRK","IT.NET.BBND.P2","Ministry of Posts and Telecommunications.",
"PRK","MS.MIL.XPND.CD","1986-2017 highly uncertain data.",
"PRK","IT.CEL.SETS","Ministry of Posts and Telecommunications.",
"PRK","IT.MLT.MAIN","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","IT.MLT.MAIN.P2","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRK","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRK","MS.MIL.XPND.CN","1986-2018 highly uncertain data.",
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRK","IT.CEL.SETS.P2","Ministry of Posts and Telecommunications.",
"PRK","IT.NET.BBND","Ministry of Posts and Telecommunications.",
"PRT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SM.POP.REFG","UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.",
"PRT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","PA.NUS.FCRF","Data are reported in Portuguese escudos.",
"PRT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat",
"PRT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"PRT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
